,device,hidden_size,index_in_row,losses,n_batches,time,time_delta,time_delta_seconds,time_last
0,CPU,128,0.0,5.544853210449219,1,2019-06-21 13:22:47.712704,,,
1,CPU,128,1.0,5.544168472290039,1,2019-06-21 13:22:50.212251,0 days 00:00:02.499547000,2.499547,2019-06-21 13:22:47.712704
2,CPU,128,2.0,5.543473720550537,1,2019-06-21 13:22:52.700275,0 days 00:00:02.488024000,2.488024,2019-06-21 13:22:50.212251
3,CPU,128,3.0,5.542736530303955,1,2019-06-21 13:22:55.172457,0 days 00:00:02.472182000,2.472182,2019-06-21 13:22:52.700275
4,CPU,128,4.0,5.541954040527344,1,2019-06-21 13:22:57.638142,0 days 00:00:02.465685000,2.465685,2019-06-21 13:22:55.172457
5,CPU,128,5.0,5.541113376617432,1,2019-06-21 13:23:00.133249,0 days 00:00:02.495107000,2.495107,2019-06-21 13:22:57.638142
6,CPU,128,6.0,5.540211200714111,1,2019-06-21 13:23:02.644480,0 days 00:00:02.511231000,2.511231,2019-06-21 13:23:00.133249
7,CPU,128,7.0,5.5392279624938965,1,2019-06-21 13:23:05.155314,0 days 00:00:02.510834000,2.510834,2019-06-21 13:23:02.644480
8,CPU,128,8.0,5.538154125213623,1,2019-06-21 13:23:07.673924,0 days 00:00:02.518610000,2.51861,2019-06-21 13:23:05.155314
9,CPU,128,9.0,5.536972522735596,1,2019-06-21 13:23:10.139294,0 days 00:00:02.465370000,2.46537,2019-06-21 13:23:07.673924
10,CPU,128,10.0,5.5356574058532715,1,2019-06-21 13:23:12.678366,0 days 00:00:02.539072000,2.539072,2019-06-21 13:23:10.139294
11,CPU,128,11.0,5.534179210662842,1,2019-06-21 13:23:15.189073,0 days 00:00:02.510707000,2.510707,2019-06-21 13:23:12.678366
12,CPU,128,12.0,5.532503128051758,1,2019-06-21 13:23:17.725620,0 days 00:00:02.536547000,2.536547,2019-06-21 13:23:15.189073
13,CPU,128,13.0,5.530573844909668,1,2019-06-21 13:23:20.210536,0 days 00:00:02.484916000,2.484916,2019-06-21 13:23:17.725620
14,CPU,128,14.0,5.528326988220215,1,2019-06-21 13:23:22.685046,0 days 00:00:02.474510000,2.47451,2019-06-21 13:23:20.210536
15,CPU,128,15.0,5.525659084320068,1,2019-06-21 13:23:25.201008,0 days 00:00:02.515962000,2.515962,2019-06-21 13:23:22.685046
16,CPU,128,16.0,5.522433280944824,1,2019-06-21 13:23:27.684002,0 days 00:00:02.482994000,2.482994,2019-06-21 13:23:25.201008
17,CPU,128,17.0,5.518430709838867,1,2019-06-21 13:23:30.248234,0 days 00:00:02.564232000,2.564232,2019-06-21 13:23:27.684002
18,CPU,128,18.0,5.513306617736816,1,2019-06-21 13:23:32.751546,0 days 00:00:02.503312000,2.503312,2019-06-21 13:23:30.248234
19,CPU,128,19.0,5.506486892700195,1,2019-06-21 13:23:35.220239,0 days 00:00:02.468693000,2.468693,2019-06-21 13:23:32.751546
20,CPU,128,20.0,5.496896266937256,1,2019-06-21 13:23:37.719279,0 days 00:00:02.499040000,2.49904,2019-06-21 13:23:35.220239
21,CPU,128,21.0,5.482222557067871,1,2019-06-21 13:23:40.125924,0 days 00:00:02.406645000,2.406645,2019-06-21 13:23:37.719279
22,CPU,128,22.0,5.456056594848633,1,2019-06-21 13:23:42.575768,0 days 00:00:02.449844000,2.449844,2019-06-21 13:23:40.125924
23,CPU,128,23.0,5.39039945602417,1,2019-06-21 13:23:45.061614,0 days 00:00:02.485846000,2.485846,2019-06-21 13:23:42.575768
24,CPU,128,24.0,5.320191383361816,1,2019-06-21 13:23:47.549810,0 days 00:00:02.488196000,2.488196,2019-06-21 13:23:45.061614
25,CPU,128,25.0,5.299126148223877,1,2019-06-21 13:23:50.032884,0 days 00:00:02.483074000,2.483074,2019-06-21 13:23:47.549810
26,CPU,128,26.0,5.2880353927612305,1,2019-06-21 13:23:52.516596,0 days 00:00:02.483712000,2.483712,2019-06-21 13:23:50.032884
27,CPU,128,27.0,5.278959274291992,1,2019-06-21 13:23:55.003482,0 days 00:00:02.486886000,2.486886,2019-06-21 13:23:52.516596
28,CPU,128,28.0,5.270728588104248,1,2019-06-21 13:23:57.500603,0 days 00:00:02.497121000,2.497121,2019-06-21 13:23:55.003482
29,CPU,128,29.0,5.263261795043945,1,2019-06-21 13:23:59.984761,0 days 00:00:02.484158000,2.484158,2019-06-21 13:23:57.500603
30,CPU,128,30.0,5.256631374359131,1,2019-06-21 13:24:02.466275,0 days 00:00:02.481514000,2.481514,2019-06-21 13:23:59.984761
31,CPU,128,31.0,5.25071907043457,1,2019-06-21 13:24:04.911016,0 days 00:00:02.444741000,2.444741,2019-06-21 13:24:02.466275
32,CPU,128,32.0,5.2453179359436035,1,2019-06-21 13:24:07.373197,0 days 00:00:02.462181000,2.462181,2019-06-21 13:24:04.911016
33,CPU,128,33.0,5.240477561950684,1,2019-06-21 13:24:09.833203,0 days 00:00:02.460006000,2.460006,2019-06-21 13:24:07.373197
34,CPU,128,34.0,5.236123085021973,1,2019-06-21 13:24:12.323971,0 days 00:00:02.490768000,2.490768,2019-06-21 13:24:09.833203
35,CPU,128,35.0,5.232168674468994,1,2019-06-21 13:24:14.873729,0 days 00:00:02.549758000,2.549758,2019-06-21 13:24:12.323971
36,CPU,128,36.0,5.228656768798828,1,2019-06-21 13:24:17.387809,0 days 00:00:02.514080000,2.51408,2019-06-21 13:24:14.873729
37,CPU,128,37.0,5.2255988121032715,1,2019-06-21 13:24:19.908099,0 days 00:00:02.520290000,2.52029,2019-06-21 13:24:17.387809
38,CPU,128,38.0,5.2231011390686035,1,2019-06-21 13:24:22.383272,0 days 00:00:02.475173000,2.475173,2019-06-21 13:24:19.908099
39,CPU,128,39.0,5.221251487731934,1,2019-06-21 13:24:24.827390,0 days 00:00:02.444118000,2.444118,2019-06-21 13:24:22.383272
40,CPU,128,40.0,5.219985485076904,1,2019-06-21 13:24:27.322527,0 days 00:00:02.495137000,2.495137,2019-06-21 13:24:24.827390
41,CPU,128,41.0,5.219143867492676,1,2019-06-21 13:24:29.736712,0 days 00:00:02.414185000,2.414185,2019-06-21 13:24:27.322527
42,CPU,128,42.0,5.218539237976074,1,2019-06-21 13:24:32.237904,0 days 00:00:02.501192000,2.501192,2019-06-21 13:24:29.736712
43,CPU,128,43.0,5.217975616455078,1,2019-06-21 13:24:34.726965,0 days 00:00:02.489061000,2.489061,2019-06-21 13:24:32.237904
44,CPU,128,44.0,5.217306137084961,1,2019-06-21 13:24:37.176547,0 days 00:00:02.449582000,2.449582,2019-06-21 13:24:34.726965
45,CPU,128,45.0,5.216468811035156,1,2019-06-21 13:24:39.691196,0 days 00:00:02.514649000,2.514649,2019-06-21 13:24:37.176547
46,CPU,128,46.0,5.21547794342041,1,2019-06-21 13:24:42.119242,0 days 00:00:02.428046000,2.428046,2019-06-21 13:24:39.691196
47,CPU,128,47.0,5.214375019073486,1,2019-06-21 13:24:44.647894,0 days 00:00:02.528652000,2.528652,2019-06-21 13:24:42.119242
48,CPU,128,48.0,5.213250160217285,1,2019-06-21 13:24:47.160678,0 days 00:00:02.512784000,2.512784,2019-06-21 13:24:44.647894
49,CPU,128,49.0,5.212182521820068,1,2019-06-21 13:24:49.667621,0 days 00:00:02.506943000,2.506943,2019-06-21 13:24:47.160678
50,CPU,128,50.0,5.2112321853637695,1,2019-06-21 13:24:52.163040,0 days 00:00:02.495419000,2.495419,2019-06-21 13:24:49.667621
51,CPU,128,51.0,5.2104268074035645,1,2019-06-21 13:24:54.678750,0 days 00:00:02.515710000,2.51571,2019-06-21 13:24:52.163040
52,CPU,128,52.0,5.209759712219238,1,2019-06-21 13:24:57.167887,0 days 00:00:02.489137000,2.489137,2019-06-21 13:24:54.678750
53,CPU,128,53.0,5.2091965675354,1,2019-06-21 13:24:59.643217,0 days 00:00:02.475330000,2.47533,2019-06-21 13:24:57.167887
54,CPU,128,54.0,5.208693027496338,1,2019-06-21 13:25:02.202622,0 days 00:00:02.559405000,2.559405,2019-06-21 13:24:59.643217
55,CPU,128,55.0,5.208195209503174,1,2019-06-21 13:25:04.672457,0 days 00:00:02.469835000,2.469835,2019-06-21 13:25:02.202622
56,CPU,128,56.0,5.207669258117676,1,2019-06-21 13:25:07.167672,0 days 00:00:02.495215000,2.495215,2019-06-21 13:25:04.672457
57,CPU,128,57.0,5.207108974456787,1,2019-06-21 13:25:09.637984,0 days 00:00:02.470312000,2.470312,2019-06-21 13:25:07.167672
58,CPU,128,58.0,5.206509590148926,1,2019-06-21 13:25:12.110560,0 days 00:00:02.472576000,2.472576,2019-06-21 13:25:09.637984
59,CPU,128,59.0,5.205888748168945,1,2019-06-21 13:25:14.607442,0 days 00:00:02.496882000,2.496882,2019-06-21 13:25:12.110560
60,CPU,128,60.0,5.2052531242370605,1,2019-06-21 13:25:17.067004,0 days 00:00:02.459562000,2.459562,2019-06-21 13:25:14.607442
61,CPU,128,61.0,5.2046074867248535,1,2019-06-21 13:25:19.523367,0 days 00:00:02.456363000,2.456363,2019-06-21 13:25:17.067004
62,CPU,128,62.0,5.20395040512085,1,2019-06-21 13:25:21.983413,0 days 00:00:02.460046000,2.460046,2019-06-21 13:25:19.523367
63,CPU,128,63.0,5.20327091217041,1,2019-06-21 13:25:24.515476,0 days 00:00:02.532063000,2.532063,2019-06-21 13:25:21.983413
64,CPU,128,64.0,5.20257043838501,1,2019-06-21 13:25:27.020711,0 days 00:00:02.505235000,2.505235,2019-06-21 13:25:24.515476
65,CPU,128,65.0,5.201844215393066,1,2019-06-21 13:25:29.523047,0 days 00:00:02.502336000,2.502336,2019-06-21 13:25:27.020711
66,CPU,128,66.0,5.20109748840332,1,2019-06-21 13:25:31.975208,0 days 00:00:02.452161000,2.452161,2019-06-21 13:25:29.523047
67,CPU,128,67.0,5.200343132019043,1,2019-06-21 13:25:34.501354,0 days 00:00:02.526146000,2.526146,2019-06-21 13:25:31.975208
68,CPU,128,68.0,5.199588775634766,1,2019-06-21 13:25:36.973309,0 days 00:00:02.471955000,2.471955,2019-06-21 13:25:34.501354
69,CPU,128,69.0,5.198843955993652,1,2019-06-21 13:25:39.501761,0 days 00:00:02.528452000,2.528452,2019-06-21 13:25:36.973309
70,CPU,128,70.0,5.198104381561279,1,2019-06-21 13:25:42.020586,0 days 00:00:02.518825000,2.518825,2019-06-21 13:25:39.501761
71,CPU,128,71.0,5.19736385345459,1,2019-06-21 13:25:44.645419,0 days 00:00:02.624833000,2.624833,2019-06-21 13:25:42.020586
72,CPU,128,72.0,5.196610450744629,1,2019-06-21 13:25:47.171852,0 days 00:00:02.526433000,2.526433,2019-06-21 13:25:44.645419
73,CPU,128,73.0,5.195828914642334,1,2019-06-21 13:25:49.636039,0 days 00:00:02.464187000,2.464187,2019-06-21 13:25:47.171852
74,CPU,128,74.0,5.195002555847168,1,2019-06-21 13:25:52.155805,0 days 00:00:02.519766000,2.519766,2019-06-21 13:25:49.636039
75,CPU,128,75.0,5.194117069244385,1,2019-06-21 13:25:54.681615,0 days 00:00:02.525810000,2.52581,2019-06-21 13:25:52.155805
76,CPU,128,76.0,5.193156719207764,1,2019-06-21 13:25:57.151292,0 days 00:00:02.469677000,2.469677,2019-06-21 13:25:54.681615
77,CPU,128,77.0,5.192114353179932,1,2019-06-21 13:25:59.634532,0 days 00:00:02.483240000,2.48324,2019-06-21 13:25:57.151292
78,CPU,128,78.0,5.190975666046143,1,2019-06-21 13:26:02.138144,0 days 00:00:02.503612000,2.503612,2019-06-21 13:25:59.634532
79,CPU,128,79.0,5.189734935760498,1,2019-06-21 13:26:04.672110,0 days 00:00:02.533966000,2.533966,2019-06-21 13:26:02.138144
80,CPU,128,80.0,5.1883745193481445,1,2019-06-21 13:26:07.238213,0 days 00:00:02.566103000,2.566103,2019-06-21 13:26:04.672110
81,CPU,128,81.0,5.186882495880127,1,2019-06-21 13:26:09.754979,0 days 00:00:02.516766000,2.516766,2019-06-21 13:26:07.238213
82,CPU,128,82.0,5.185239315032959,1,2019-06-21 13:26:12.235760,0 days 00:00:02.480781000,2.480781,2019-06-21 13:26:09.754979
83,CPU,128,83.0,5.183427333831787,1,2019-06-21 13:26:14.709638,0 days 00:00:02.473878000,2.473878,2019-06-21 13:26:12.235760
84,CPU,128,84.0,5.181424617767334,1,2019-06-21 13:26:17.195654,0 days 00:00:02.486016000,2.486016,2019-06-21 13:26:14.709638
85,CPU,128,85.0,5.179216384887695,1,2019-06-21 13:26:19.685551,0 days 00:00:02.489897000,2.489897,2019-06-21 13:26:17.195654
86,CPU,128,86.0,5.1767802238464355,1,2019-06-21 13:26:22.208757,0 days 00:00:02.523206000,2.523206,2019-06-21 13:26:19.685551
87,CPU,128,87.0,5.174103736877441,1,2019-06-21 13:26:24.716346,0 days 00:00:02.507589000,2.507589,2019-06-21 13:26:22.208757
88,CPU,128,88.0,5.171168804168701,1,2019-06-21 13:26:27.160818,0 days 00:00:02.444472000,2.444472,2019-06-21 13:26:24.716346
89,CPU,128,89.0,5.167966842651367,1,2019-06-21 13:26:29.615815,0 days 00:00:02.454997000,2.454997,2019-06-21 13:26:27.160818
90,CPU,128,90.0,5.164480686187744,1,2019-06-21 13:26:32.168504,0 days 00:00:02.552689000,2.552689,2019-06-21 13:26:29.615815
91,CPU,128,91.0,5.160694122314453,1,2019-06-21 13:26:34.713189,0 days 00:00:02.544685000,2.544685,2019-06-21 13:26:32.168504
92,CPU,128,92.0,5.156600475311279,1,2019-06-21 13:26:37.191915,0 days 00:00:02.478726000,2.478726,2019-06-21 13:26:34.713189
93,CPU,128,93.0,5.152183532714844,1,2019-06-21 13:26:39.620950,0 days 00:00:02.429035000,2.429035,2019-06-21 13:26:37.191915
94,CPU,128,94.0,5.147426605224609,1,2019-06-21 13:26:42.077556,0 days 00:00:02.456606000,2.456606,2019-06-21 13:26:39.620950
95,CPU,128,95.0,5.142310619354248,1,2019-06-21 13:26:44.551498,0 days 00:00:02.473942000,2.473942,2019-06-21 13:26:42.077556
96,CPU,128,96.0,5.136832237243652,1,2019-06-21 13:26:47.039351,0 days 00:00:02.487853000,2.487853,2019-06-21 13:26:44.551498
97,CPU,128,97.0,5.130988121032715,1,2019-06-21 13:26:49.501659,0 days 00:00:02.462308000,2.462308,2019-06-21 13:26:47.039351
98,CPU,128,98.0,5.124771595001221,1,2019-06-21 13:26:51.973225,0 days 00:00:02.471566000,2.471566,2019-06-21 13:26:49.501659
99,CPU,128,99.0,5.118184566497803,1,2019-06-21 13:26:54.462609,0 days 00:00:02.489384000,2.489384,2019-06-21 13:26:51.973225
0,CPU,256,0.0,5.545107364654541,1,2019-06-21 13:26:58.358488,,,
1,CPU,256,1.0,5.544339656829834,1,2019-06-21 13:27:00.979680,0 days 00:00:02.621192000,2.621192,2019-06-21 13:26:58.358488
2,CPU,256,2.0,5.543530464172363,1,2019-06-21 13:27:03.179532,0 days 00:00:02.199852000,2.199852,2019-06-21 13:27:00.979680
3,CPU,256,3.0,5.542632102966309,1,2019-06-21 13:27:05.730204,0 days 00:00:02.550672000,2.550672,2019-06-21 13:27:03.179532
4,CPU,256,4.0,5.541620254516602,1,2019-06-21 13:27:08.404520,0 days 00:00:02.674316000,2.674316,2019-06-21 13:27:05.730204
5,CPU,256,5.0,5.540445327758789,1,2019-06-21 13:27:11.063645,0 days 00:00:02.659125000,2.659125,2019-06-21 13:27:08.404520
6,CPU,256,6.0,5.539067268371582,1,2019-06-21 13:27:13.720441,0 days 00:00:02.656796000,2.656796,2019-06-21 13:27:11.063645
7,CPU,256,7.0,5.537407398223877,1,2019-06-21 13:27:16.370560,0 days 00:00:02.650119000,2.650119,2019-06-21 13:27:13.720441
8,CPU,256,8.0,5.535357475280762,1,2019-06-21 13:27:19.043816,0 days 00:00:02.673256000,2.673256,2019-06-21 13:27:16.370560
9,CPU,256,9.0,5.53274393081665,1,2019-06-21 13:27:21.657439,0 days 00:00:02.613623000,2.613623,2019-06-21 13:27:19.043816
10,CPU,256,10.0,5.529272556304932,1,2019-06-21 13:27:24.278982,0 days 00:00:02.621543000,2.621543,2019-06-21 13:27:21.657439
11,CPU,256,11.0,5.5244011878967285,1,2019-06-21 13:27:26.953948,0 days 00:00:02.674966000,2.674966,2019-06-21 13:27:24.278982
12,CPU,256,12.0,5.517000675201416,1,2019-06-21 13:27:29.582741,0 days 00:00:02.628793000,2.628793,2019-06-21 13:27:26.953948
13,CPU,256,13.0,5.504195213317871,1,2019-06-21 13:27:32.229876,0 days 00:00:02.647135000,2.647135,2019-06-21 13:27:29.582741
14,CPU,256,14.0,5.475062370300293,1,2019-06-21 13:27:34.880669,0 days 00:00:02.650793000,2.650793,2019-06-21 13:27:32.229876
15,CPU,256,15.0,5.356063365936279,1,2019-06-21 13:27:37.548959,0 days 00:00:02.668290000,2.66829,2019-06-21 13:27:34.880669
16,CPU,256,16.0,5.315672397613525,1,2019-06-21 13:27:40.156478,0 days 00:00:02.607519000,2.607519,2019-06-21 13:27:37.548959
17,CPU,256,17.0,5.299048900604248,1,2019-06-21 13:27:42.786600,0 days 00:00:02.630122000,2.630122,2019-06-21 13:27:40.156478
18,CPU,256,18.0,5.28218936920166,1,2019-06-21 13:27:45.461209,0 days 00:00:02.674609000,2.674609,2019-06-21 13:27:42.786600
19,CPU,256,19.0,5.267061710357666,1,2019-06-21 13:27:48.138732,0 days 00:00:02.677523000,2.677523,2019-06-21 13:27:45.461209
20,CPU,256,20.0,5.255062580108643,1,2019-06-21 13:27:50.786657,0 days 00:00:02.647925000,2.647925,2019-06-21 13:27:48.138732
21,CPU,256,21.0,5.246290683746338,1,2019-06-21 13:27:53.435718,0 days 00:00:02.649061000,2.649061,2019-06-21 13:27:50.786657
22,CPU,256,22.0,5.240233421325684,1,2019-06-21 13:27:56.084372,0 days 00:00:02.648654000,2.648654,2019-06-21 13:27:53.435718
23,CPU,256,23.0,5.2360053062438965,1,2019-06-21 13:27:58.761667,0 days 00:00:02.677295000,2.677295,2019-06-21 13:27:56.084372
24,CPU,256,24.0,5.232510566711426,1,2019-06-21 13:28:01.401097,0 days 00:00:02.639430000,2.63943,2019-06-21 13:27:58.761667
25,CPU,256,25.0,5.229143142700195,1,2019-06-21 13:28:04.069472,0 days 00:00:02.668375000,2.668375,2019-06-21 13:28:01.401097
26,CPU,256,26.0,5.2260613441467285,1,2019-06-21 13:28:06.754748,0 days 00:00:02.685276000,2.685276,2019-06-21 13:28:04.069472
27,CPU,256,27.0,5.223765850067139,1,2019-06-21 13:28:09.411946,0 days 00:00:02.657198000,2.657198,2019-06-21 13:28:06.754748
28,CPU,256,28.0,5.222398281097412,1,2019-06-21 13:28:12.055294,0 days 00:00:02.643348000,2.643348,2019-06-21 13:28:09.411946
29,CPU,256,29.0,5.221681118011475,1,2019-06-21 13:28:14.705574,0 days 00:00:02.650280000,2.65028,2019-06-21 13:28:12.055294
30,CPU,256,30.0,5.221089839935303,1,2019-06-21 13:28:17.347415,0 days 00:00:02.641841000,2.641841,2019-06-21 13:28:14.705574
31,CPU,256,31.0,5.220150470733643,1,2019-06-21 13:28:19.994325,0 days 00:00:02.646910000,2.64691,2019-06-21 13:28:17.347415
32,CPU,256,32.0,5.218630790710449,1,2019-06-21 13:28:22.655616,0 days 00:00:02.661291000,2.661291,2019-06-21 13:28:19.994325
33,CPU,256,33.0,5.216588020324707,1,2019-06-21 13:28:25.312507,0 days 00:00:02.656891000,2.656891,2019-06-21 13:28:22.655616
34,CPU,256,34.0,5.214289665222168,1,2019-06-21 13:28:27.974943,0 days 00:00:02.662436000,2.662436,2019-06-21 13:28:25.312507
35,CPU,256,35.0,5.2120537757873535,1,2019-06-21 13:28:30.622679,0 days 00:00:02.647736000,2.647736,2019-06-21 13:28:27.974943
36,CPU,256,36.0,5.210148334503174,1,2019-06-21 13:28:33.288254,0 days 00:00:02.665575000,2.665575,2019-06-21 13:28:30.622679
37,CPU,256,37.0,5.208732604980469,1,2019-06-21 13:28:35.978165,0 days 00:00:02.689911000,2.689911,2019-06-21 13:28:33.288254
38,CPU,256,38.0,5.2078166007995605,1,2019-06-21 13:28:38.661927,0 days 00:00:02.683762000,2.683762,2019-06-21 13:28:35.978165
39,CPU,256,39.0,5.207221508026123,1,2019-06-21 13:28:41.298809,0 days 00:00:02.636882000,2.636882,2019-06-21 13:28:38.661927
40,CPU,256,40.0,5.206737518310547,1,2019-06-21 13:28:43.946758,0 days 00:00:02.647949000,2.647949,2019-06-21 13:28:41.298809
41,CPU,256,41.0,5.206161975860596,1,2019-06-21 13:28:46.590552,0 days 00:00:02.643794000,2.643794,2019-06-21 13:28:43.946758
42,CPU,256,42.0,5.205390453338623,1,2019-06-21 13:28:49.319319,0 days 00:00:02.728767000,2.728767,2019-06-21 13:28:46.590552
43,CPU,256,43.0,5.204439640045166,1,2019-06-21 13:28:51.987083,0 days 00:00:02.667764000,2.667764,2019-06-21 13:28:49.319319
44,CPU,256,44.0,5.203412055969238,1,2019-06-21 13:28:54.628315,0 days 00:00:02.641232000,2.641232,2019-06-21 13:28:51.987083
45,CPU,256,45.0,5.202437400817871,1,2019-06-21 13:28:57.258942,0 days 00:00:02.630627000,2.630627,2019-06-21 13:28:54.628315
46,CPU,256,46.0,5.201592922210693,1,2019-06-21 13:28:59.920565,0 days 00:00:02.661623000,2.661623,2019-06-21 13:28:57.258942
47,CPU,256,47.0,5.200925350189209,1,2019-06-21 13:29:02.574370,0 days 00:00:02.653805000,2.653805,2019-06-21 13:28:59.920565
48,CPU,256,48.0,5.200413703918457,1,2019-06-21 13:29:05.235107,0 days 00:00:02.660737000,2.660737,2019-06-21 13:29:02.574370
49,CPU,256,49.0,5.199983596801758,1,2019-06-21 13:29:07.895171,0 days 00:00:02.660064000,2.660064,2019-06-21 13:29:05.235107
50,CPU,256,50.0,5.199573040008545,1,2019-06-21 13:29:10.524275,0 days 00:00:02.629104000,2.629104,2019-06-21 13:29:07.895171
51,CPU,256,51.0,5.199132442474365,1,2019-06-21 13:29:13.128891,0 days 00:00:02.604616000,2.604616,2019-06-21 13:29:10.524275
52,CPU,256,52.0,5.198630332946777,1,2019-06-21 13:29:15.762936,0 days 00:00:02.634045000,2.634045,2019-06-21 13:29:13.128891
53,CPU,256,53.0,5.198051452636719,1,2019-06-21 13:29:18.416864,0 days 00:00:02.653928000,2.653928,2019-06-21 13:29:15.762936
54,CPU,256,54.0,5.1974029541015625,1,2019-06-21 13:29:21.024777,0 days 00:00:02.607913000,2.607913,2019-06-21 13:29:18.416864
55,CPU,256,55.0,5.196683883666992,1,2019-06-21 13:29:23.653721,0 days 00:00:02.628944000,2.628944,2019-06-21 13:29:21.024777
56,CPU,256,56.0,5.195887565612793,1,2019-06-21 13:29:26.276160,0 days 00:00:02.622439000,2.622439,2019-06-21 13:29:23.653721
57,CPU,256,57.0,5.195005416870117,1,2019-06-21 13:29:28.902280,0 days 00:00:02.626120000,2.62612,2019-06-21 13:29:26.276160
58,CPU,256,58.0,5.19403600692749,1,2019-06-21 13:29:31.526365,0 days 00:00:02.624085000,2.624085,2019-06-21 13:29:28.902280
59,CPU,256,59.0,5.192979335784912,1,2019-06-21 13:29:34.153105,0 days 00:00:02.626740000,2.62674,2019-06-21 13:29:31.526365
60,CPU,256,60.0,5.191840648651123,1,2019-06-21 13:29:36.781510,0 days 00:00:02.628405000,2.628405,2019-06-21 13:29:34.153105
61,CPU,256,61.0,5.190619945526123,1,2019-06-21 13:29:39.431478,0 days 00:00:02.649968000,2.649968,2019-06-21 13:29:36.781510
62,CPU,256,62.0,5.189316272735596,1,2019-06-21 13:29:42.104806,0 days 00:00:02.673328000,2.673328,2019-06-21 13:29:39.431478
63,CPU,256,63.0,5.187916278839111,1,2019-06-21 13:29:44.804853,0 days 00:00:02.700047000,2.700047,2019-06-21 13:29:42.104806
64,CPU,256,64.0,5.186391830444336,1,2019-06-21 13:29:47.443171,0 days 00:00:02.638318000,2.638318,2019-06-21 13:29:44.804853
65,CPU,256,65.0,5.184711933135986,1,2019-06-21 13:29:50.106999,0 days 00:00:02.663828000,2.663828,2019-06-21 13:29:47.443171
66,CPU,256,66.0,5.182823181152344,1,2019-06-21 13:29:52.745282,0 days 00:00:02.638283000,2.638283,2019-06-21 13:29:50.106999
67,CPU,256,67.0,5.18071174621582,1,2019-06-21 13:29:55.415272,0 days 00:00:02.669990000,2.66999,2019-06-21 13:29:52.745282
68,CPU,256,68.0,5.178407192230225,1,2019-06-21 13:29:58.096060,0 days 00:00:02.680788000,2.680788,2019-06-21 13:29:55.415272
69,CPU,256,69.0,5.1756815910339355,1,2019-06-21 13:30:00.736519,0 days 00:00:02.640459000,2.640459,2019-06-21 13:29:58.096060
70,CPU,256,70.0,5.172719955444336,1,2019-06-21 13:30:03.392958,0 days 00:00:02.656439000,2.656439,2019-06-21 13:30:00.736519
71,CPU,256,71.0,5.169442653656006,1,2019-06-21 13:30:06.054035,0 days 00:00:02.661077000,2.661077,2019-06-21 13:30:03.392958
72,CPU,256,72.0,5.165828227996826,1,2019-06-21 13:30:08.681762,0 days 00:00:02.627727000,2.627727,2019-06-21 13:30:06.054035
73,CPU,256,73.0,5.161810398101807,1,2019-06-21 13:30:11.345312,0 days 00:00:02.663550000,2.66355,2019-06-21 13:30:08.681762
74,CPU,256,74.0,5.157356262207031,1,2019-06-21 13:30:14.008492,0 days 00:00:02.663180000,2.66318,2019-06-21 13:30:11.345312
75,CPU,256,75.0,5.152398586273193,1,2019-06-21 13:30:16.624312,0 days 00:00:02.615820000,2.61582,2019-06-21 13:30:14.008492
76,CPU,256,76.0,5.146889686584473,1,2019-06-21 13:30:19.253547,0 days 00:00:02.629235000,2.629235,2019-06-21 13:30:16.624312
77,CPU,256,77.0,5.140780448913574,1,2019-06-21 13:30:21.946169,0 days 00:00:02.692622000,2.692622,2019-06-21 13:30:19.253547
78,CPU,256,78.0,5.133999824523926,1,2019-06-21 13:30:24.592209,0 days 00:00:02.646040000,2.64604,2019-06-21 13:30:21.946169
79,CPU,256,79.0,5.126501560211182,1,2019-06-21 13:30:26.998668,0 days 00:00:02.406459000,2.406459,2019-06-21 13:30:24.592209
80,CPU,256,80.0,5.118283271789551,1,2019-06-21 13:30:29.570113,0 days 00:00:02.571445000,2.571445,2019-06-21 13:30:26.998668
81,CPU,256,81.0,5.1091132164001465,1,2019-06-21 13:30:32.181384,0 days 00:00:02.611271000,2.611271,2019-06-21 13:30:29.570113
82,CPU,256,82.0,5.099032402038574,1,2019-06-21 13:30:34.838439,0 days 00:00:02.657055000,2.657055,2019-06-21 13:30:32.181384
83,CPU,256,83.0,5.087879180908203,1,2019-06-21 13:30:37.517126,0 days 00:00:02.678687000,2.678687,2019-06-21 13:30:34.838439
84,CPU,256,84.0,5.075404167175293,1,2019-06-21 13:30:40.169498,0 days 00:00:02.652372000,2.652372,2019-06-21 13:30:37.517126
85,CPU,256,85.0,5.061341762542725,1,2019-06-21 13:30:42.815333,0 days 00:00:02.645835000,2.645835,2019-06-21 13:30:40.169498
86,CPU,256,86.0,5.045597553253174,1,2019-06-21 13:30:45.435958,0 days 00:00:02.620625000,2.620625,2019-06-21 13:30:42.815333
87,CPU,256,87.0,5.028083801269531,1,2019-06-21 13:30:48.066860,0 days 00:00:02.630902000,2.630902,2019-06-21 13:30:45.435958
88,CPU,256,88.0,5.008894920349121,1,2019-06-21 13:30:50.702647,0 days 00:00:02.635787000,2.635787,2019-06-21 13:30:48.066860
89,CPU,256,89.0,4.988206386566162,1,2019-06-21 13:30:53.317841,0 days 00:00:02.615194000,2.615194,2019-06-21 13:30:50.702647
90,CPU,256,90.0,4.966124057769775,1,2019-06-21 13:30:55.948666,0 days 00:00:02.630825000,2.630825,2019-06-21 13:30:53.317841
